측정 연도,측정 월,측정 일자,정점명,위도,경도,날씨,수심,수층,투명도,수질평가지수(WQI)등급,수온,염분,수소이온농도,용존산소량,화학적산소요구량,암모니아성질소,아질산성질소,질산성질소,용존무기질소,총질소,용존무기인,총인,규산규소,부유물질,클로로필에이
2007,11,,서귀포1,33.2625,126.661111,,,표층,17,1,21.82,34.11,8.19,7.63,0.38,24,2,71,98,811,0,12,204,2,1.31
2007,11,,서귀포2,33.229444,126.4125,,,표층,15.5,1,22.1,34.02,8.19,8.29,0.45,4,3,43,50,713,1,14,190,2,1.38
2007,11,,서귀포3,33.229444,126.566944,,,표층,15,3,22.19,34.12,8.2,8.33,0.21,19,2,39,60,856,1,35,170,1.8,1.42
2007,11,,성산포1,33.48,126.938611,,,표층,11.5,2,19.54,33.83,8.13,7.37,0.22,11,4,189,204,876,10,23,331,1.9,1.25
2007,11,,성산포2,33.411389,126.938611,,,표층,11.5,2,21.35,33.97,8.18,8.01,0.22,12,3,121,135,828,4,16,254,1.5,1.8
2007,11,,제주1,33.526944,126.532778,,,표층,7.5,2,20.01,33.6,8.12,8.18,0.29,51,5,170,226,902,0,22,374,1.6,0.9
2007,11,,제주2,33.500556,126.427778,,,표층,8.5,1,20.1,33.92,8.12,8.63,0.22,20,6,145,171,881,4,22,345,1.8,0.82
2007,11,,제주3,33.533889,126.568333,,,표층,7,3,20.2,33.24,8.18,8.56,0.34,3,1,49,53,779,2,13,216,1.5,3.03
2007,11,,조천1,33.5375,126.855556,,,표층,13,1,19.56,33.92,8.13,7.39,0.22,19,4,155,179,811,10,19,301,2,1.32
2007,11,,조천2,33.573889,126.732778,,,표층,9.5,1,19.76,33.87,8.15,8.08,0.21,7,5,152,164,856,11,19,311,2,1.43
2007,11,,조천3,33.560556,126.666389,,,표층,10,1,20.26,33.96,8.17,7.87,0.26,3,4,123,130,880,10,22,283,1.6,1.58
2007,11,,표선1,33.280833,126.7675,,,표층,16,2,21.85,34.03,8.19,7.55,0.16,10,2,63,75,714,0,13,209,1.7,1.66
2007,11,,표선2,33.325556,126.865556,,,표층,11.5,1,21.47,33.96,8.16,7.99,0.3,7,3,89,99,763,4,15,238,1.4,1.33
2007,11,,한림1,33.376111,126.185,,,표층,15,1,20.93,33.93,8.12,8.3,0.61,31,3,74,108,781,1,14,235,2,1.11
2007,11,,한림2,33.463056,126.274444,,,표층,9.6,1,20.86,34.13,8.17,8.65,0.6,27,3,77,108,774,2,14,237,0.3,1.11
2007,11,,한림3,33.294444,126.16,,,표층,14.5,1,21.37,33.96,8.16,7.61,0.8,29,3,113,145,772,1,15,236,2.5,1
2007,11,,대정1,33.2025,126.251667,,,저층,14.5,1,21.39,34.07,8.18,9.07,0.39,3,2,68,73,735,6,14,215,1.6,0.81
2007,11,,대정2,33.22,126.3275,,,저층,14.5,1,21.84,34.14,8.19,8.78,0.52,19,2,51,72,674,3,12,191,1.1,0.81
2007,11,,대정3,33.237778,126.202778,,,저층,13.5,1,21.49,33.91,8.19,8.79,0.66,10,3,53,66,713,5,13,194,1.2,0.88
2007,11,,서귀포1,33.2625,126.661111,,,저층,17,1,21.77,34.08,8.16,8.07,0.43,8,2,67,78,713,8,24,209,1.1,0.86
2007,11,,서귀포2,33.229444,126.4125,,,저층,15.5,1,22.07,34.07,8.19,8.37,0.4,14,2,53,69,699,4,14,189,1.7,0.76
2007,11,,서귀포3,33.229444,126.566944,,,저층,15,3,16.57,34.54,8,5.94,0.33,4,2,257,262,712,11,32,598,3.2,0.43
2007,11,,성산포1,33.48,126.938611,,,저층,11.5,2,19.58,33.79,8.13,8.1,0.2,3,4,154,161,882,13,21,332,1,1.03
2007,11,,성산포2,33.411389,126.938611,,,저층,11.5,2,19.47,33.87,8.15,9.01,0.11,5,5,112,122,818,10,18,289,1.8,0.88
2007,11,,제주1,33.526944,126.532778,,,저층,7.5,2,19.92,33.93,8.15,8.26,0.24,2,5,158,165,907,13,25,360,1.5,0.69
2007,11,,제주2,33.500556,126.427778,,,저층,8.5,1,20.14,34.09,8.14,8.04,0.17,0,5,140,146,849,15,20,351,1,0.56
2007,11,,제주3,33.533889,126.568333,,,저층,7,3,20.31,33.73,8.22,8.33,0.25,2,4,85,91,750,8,17,274,1.3,1.39
2007,11,,조천1,33.5375,126.855556,,,저층,13,1,19.54,33.91,8.14,7.43,0.16,37,4,132,173,829,12,21,304,1.8,1.13
2007,11,,조천2,33.573889,126.732778,,,저층,9.5,1,19.91,34,8.16,7.53,0.19,3,5,147,155,828,13,21,340,0.9,1.2
2007,11,,조천3,33.560556,126.666389,,,저층,10,1,20.26,33.96,8.17,8.16,0.23,1,4,102,107,819,9,20,280,1.9,1.48
2007,11,,표선1,33.280833,126.7675,,,저층,16,2,17.19,34.64,8.15,6.91,0.11,2,4,101,107,798,7,13,273,1.6,0.57
2007,11,,표선2,33.325556,126.865556,,,저층,11.5,1,21.49,33.96,8.19,8.62,0.14,1,3,80,85,758,7,18,234,1.3,0.99
2007,11,,한림1,33.376111,126.185,,,저층,15,1,20.96,34.04,8.16,8.74,0.58,6,3,76,85,674,7,15,242,2.1,0.83
2007,11,,한림2,33.463056,126.274444,,,저층,9.6,1,20.24,34.04,8.17,8.77,0.56,8,5,117,130,757,10,19,302,1.7,0.95
2007,11,,한림3,33.294444,126.16,,,저층,14.5,1,20.59,33.97,8.17,7.77,0.93,10,3,114,128,725,8,17,251,2.4,0.75
2008,02,,대정1,33.2025,126.251667,,,표층,11,1,14.78,34.36,8.09,7.94,1.88,3,4,84,91,261,8,11,296,1.4,0.93
2008,02,,대정2,33.22,126.3275,,,표층,12,1,15.07,34.26,8.12,7.17,2.75,3,4,90,97,282,10,11,236,1.8,1.01
2008,02,,대정3,33.237778,126.202778,,,표층,13,2,14.86,34.42,8.12,8.39,2.8,3,4,90,97,224,8,13,252,1.4,0.83
2008,02,,서귀포1,33.2625,126.661111,,,표층,12,1,15.47,34.36,8.12,8.53,1.33,3,4,91,97,192,7,14,223,1.1,0.83
2008,02,,서귀포2,33.229444,126.4125,,,표층,12,1,15.21,34.4,8.12,8.51,0.61,3,4,94,101,153,12,12,217,1.6,0.94
2008,02,,서귀포3,33.229444,126.566944,,,표층,11,1,15.66,34.31,8.13,8.35,1.11,3,4,86,93,207,8,11,285,1.8,0.94
2008,02,,성산포1,33.48,126.938611,,,표층,11,1,14.55,34.45,8.17,8.71,2.65,2,4,104,110,201,8,12,251,1.9,0.66
2008,02,,성산포2,33.411389,126.938611,,,표층,12,1,14.98,34.5,8.04,9.06,3.08,3,4,100,107,224,10,12,252,0.7,1.05
2008,02,,제주1,33.526944,126.532778,,,표층,12,1,13.77,34.26,8.08,9.03,0.73,6,5,88,100,521,10,11,357,0.6,0.72
2008,02,,제주2,33.500556,126.427778,,,표층,16,1,14.12,34.47,8.15,8.22,1.01,3,3,78,84,209,8,10,319,1.5,0.75
2008,02,,제주3,33.533889,126.568333,,,표층,12,1,13.98,34.4,8.14,8.8,1.36,3,3,76,81,282,7,30,349,0.9,0.77
2008,02,,조천1,33.5375,126.855556,,,표층,12,1,14.06,34.42,8.15,7.18,2.07,4,4,100,108,177,8,11,242,0.5,0.66
2008,02,,조천2,33.573889,126.732778,,,표층,10.5,1,14.12,34.42,8.15,8.74,2.05,3,4,95,102,272,12,12,248,0.8,0.67
2008,02,,조천3,33.560556,126.666389,,,표층,9,1,13.93,34.34,8.14,8.1,2.02,2,4,94,100,292,10,11,245,1.1,0.81
2008,02,,표선1,33.280833,126.7675,,,표층,11,1,15.64,34.3,8.12,8.48,0.97,4,5,108,117,275,8,14,277,1.7,0.93
2008,02,,표선2,33.325556,126.865556,,,표층,12,1,15.27,34.57,8.12,6.91,1.2,3,4,105,112,244,9,13,322,1.5,0.91
2008,02,,한림1,33.376111,126.185,,,표층,13,2,14.54,34.4,8.16,7.86,2.06,4,4,87,94,303,8,13,272,1.3,0.79
2008,02,,한림2,33.463056,126.274444,,,표층,13,1,14.33,34.42,8.14,8.7,3.3,3,4,125,132,301,7,11,310,1.1,0.69
2008,02,,한림3,33.294444,126.16,,,표층,13,1,14.48,34.4,8.14,7.09,3.66,3,4,102,109,260,5,13,384,1.7,0.89
2008,02,,대정1,33.2025,126.251667,,,저층,11,1,14.66,34.41,8.11,8.27,2.3,8,4,68,80,234,9,11,182,1.2,0.86
2008,02,,대정2,33.22,126.3275,,,저층,12,1,14.97,34.39,8.11,7.86,2.93,2,4,90,95,340,12,13,234,1.4,0.9
2008,02,,대정3,33.237778,126.202778,,,저층,13,2,14.79,34.42,8.13,7.16,1.42,3,4,88,95,295,10,12,292,1.1,0.82
2008,02,,서귀포1,33.2625,126.661111,,,저층,12,1,15.25,34.41,8.14,7.98,1.49,2,3,90,96,295,7,12,337,1.3,0.97
2008,02,,서귀포2,33.229444,126.4125,,,저층,12,1,15.13,34.43,8.12,8.31,1.06,3,4,87,94,192,7,11,272,1.3,0.95
2008,02,,서귀포3,33.229444,126.566944,,,저층,11,1,15.7,34.4,8.15,8.25,1.01,2,3,87,92,234,1,10,308,2.2,0.88
2008,02,,성산포1,33.48,126.938611,,,저층,11,1,14.48,34.46,8.15,8.58,3.07,2,3,99,105,155,10,11,276,2,0.61
2008,02,,성산포2,33.411389,126.938611,,,저층,12,1,14.84,34.51,8.07,8.43,2.49,3,4,101,108,147,10,12,296,0.8,0.73
2008,02,,제주1,33.526944,126.532778,,,저층,12,1,13.82,34.18,8.07,8.74,0.02,4,4,89,97,296,9,10,264,0.6,0.66
2008,02,,제주2,33.500556,126.427778,,,저층,16,1,13.91,34.39,8.16,8.84,0.33,2,3,76,81,250,6,10,386,1.2,0.73
2008,02,,제주3,33.533889,126.568333,,,저층,12,1,13.88,34.27,8.12,8.76,2.02,2,4,89,94,105,7,29,280,0.3,0.73
2008,02,,조천1,33.5375,126.855556,,,저층,12,1,13.98,34.4,8.15,8.24,2.26,3,3,79,86,135,7,11,377,2,0.63
2008,02,,조천2,33.573889,126.732778,,,저층,10.5,1,14.09,34.44,8.14,7.82,1.92,2,4,94,100,163,10,12,274,1.3,0.65
2008,02,,조천3,33.560556,126.666389,,,저층,9,1,13.85,34.25,8.15,9.1,2.28,2,3,92,97,105,9,11,244,0.4,0.76
2008,02,,표선1,33.280833,126.7675,,,저층,11,1,15.43,34.35,8.12,8.61,2.42,3,4,93,99,184,12,13,263,0.6,0.84
2008,02,,표선2,33.325556,126.865556,,,저층,12,1,15.13,34.59,8.12,8.44,2.34,2,4,99,105,185,7,11,307,1.3,0.86
2008,02,,한림1,33.376111,126.185,,,저층,13,2,14.38,34.51,8.14,7.01,3.38,3,4,88,95,185,11,12,219,1.9,0.72
2008,02,,한림2,33.463056,126.274444,,,저층,13,1,14.07,34.46,8.14,8.9,3.29,2,4,93,99,297,11,12,342,0.8,0.85
2008,02,,한림3,33.294444,126.16,,,저층,13,1,14.47,34.51,8.14,8.44,2.56,2,5,99,106,366,6,13,237,1.4,0.81
2008,05,,대정1,33.2025,126.251667,,,표층,8.5,2,14.54,34.19,8.14,8.07,0.99,5,4,60,68,244,4,13,280,3.5,3.21
2008,05,,대정2,33.22,126.3275,,,표층,7,4,14.79,34.49,8.13,6.77,1.47,5,2,57,64,167,5,12,299,3,3.44
2008,05,,대정3,33.237778,126.202778,,,표층,8.5,2,14.26,34.15,8.14,7.61,1.02,7,3,85,96,234,7,14,345,2.1,0.39
2008,05,,서귀포1,33.2625,126.661111,,,표층,12,2,16.24,34.46,8.12,8.53,0.39,1,0,7,8,224,1,10,73,3.8,4.61
2008,05,,서귀포2,33.229444,126.4125,,,표층,6,3,15.14,34.39,8.12,8.61,0.53,2,0,9,11,191,1,14,95,2.6,2.41
2008,05,,서귀포3,33.229444,126.566944,,,표층,9,2,15.81,34.4,8.13,7.84,1.02,5,0,9,14,189,1,10,34,3,3.57
2008,05,,성산포1,33.48,126.938611,,,표층,17,2,16.04,34.36,8.11,9.29,1.5,1,2,32,36,219,3,13,259,1.9,2.68
2008,05,,성산포2,33.411389,126.938611,,,표층,18,2,15.98,34.46,8.13,8.77,2.78,2,2,24,28,274,3,10,329,1.7,2.49
2008,05,,제주1,33.526944,126.532778,,,표층,10,2,15.8,34.27,8.07,9.24,0.56,1,2,36,39,296,3,13,303,2.7,4.14
2008,05,,제주2,33.500556,126.427778,,,표층,11.5,2,15.68,34.29,8.1,9.54,1.04,2,3,28,32,259,3,12,266,3.3,3.01
2008,05,,제주3,33.533889,126.568333,,,표층,9,2,15.38,34.23,8.14,9.36,0.88,1,4,54,59,238,5,12,309,4.6,2.1
2008,05,,조천1,33.5375,126.855556,,,표층,12,1,15.8,34.47,8.12,8.51,1.75,2,3,36,40,287,3,11,302,2,1.2
2008,05,,조천2,33.573889,126.732778,,,표층,11,2,15.66,34.34,8.12,9.07,1.69,2,3,31,36,229,3,11,233,2,1.98
2008,05,,조천3,33.560556,126.666389,,,표층,9,2,15.46,34.32,8.08,8.98,2.64,1,4,39,44,220,4,12,297,1.8,1.88
2008,05,,표선1,33.280833,126.7675,,,표층,13,1,17.19,34.34,8.11,8.92,1.62,2,0,9,11,170,1,6,195,1.6,0.59
2008,05,,표선2,33.325556,126.865556,,,표층,9,2,15.8,34.63,8.1,9.09,2.3,1,0,9,11,232,1,13,87,3.3,5.49
2008,05,,한림1,33.376111,126.185,,,표층,10,1,14.47,34.21,8.15,9.07,1.1,6,3,81,91,284,5,11,322,3,0.42
2008,05,,한림2,33.463056,126.274444,,,표층,13,2,15.09,34.23,8.13,7.69,1.66,8,4,127,138,302,5,14,544,4.5,2.86
2008,05,,한림3,33.294444,126.16,,,표층,8.5,2,14.3,34.06,8.13,6.98,1.02,8,3,78,89,272,4,10,308,2.2,0.48
2008,05,,대정1,33.2025,126.251667,,,저층,8.5,2,14.5,34.16,8.16,7.82,1.04,5,3,58,67,191,7,14,288,3.5,2.82
2008,05,,대정2,33.22,126.3275,,,저층,7,4,14.73,34.25,8.12,7.06,1.54,5,3,44,52,184,5,16,248,3.4,4.06
2008,05,,대정3,33.237778,126.202778,,,저층,8.5,2,14.25,34.11,8.16,6.86,1.62,7,2,84,93,177,7,12,312,1.9,0.37
2008,05,,서귀포1,33.2625,126.661111,,,저층,12,2,15.03,34.37,8.11,8.13,0.51,1,2,35,37,177,4,15,226,3.7,4.57
2008,05,,서귀포2,33.229444,126.4125,,,저층,6,3,14.93,34.32,8.11,7.81,0.7,4,3,28,36,223,3,14,192,2.8,4.45
2008,05,,서귀포3,33.229444,126.566944,,,저층,9,2,14.37,34.25,8.14,7.63,0.97,2,0,5,8,227,0,14,89,2.9,2.58
2008,05,,성산포1,33.48,126.938611,,,저층,17,2,15.73,34.43,8.11,8.34,2.48,2,3,34,38,242,4,11,223,2.7,1.44
2008,05,,성산포2,33.411389,126.938611,,,저층,18,2,15.62,34.43,8.1,8.3,2.37,4,3,27,34,199,4,10,425,1.8,1.43
2008,05,,제주1,33.526944,126.532778,,,저층,10,2,15.74,34.3,8.11,8.53,0.91,1,2,20,23,250,3,13,282,2.6,3.61
2008,05,,제주2,33.500556,126.427778,,,저층,11.5,2,15.54,34.26,8.11,8,0.72,1,3,25,29,264,3,10,269,3.6,2.81
2008,05,,제주3,33.533889,126.568333,,,저층,9,2,15.01,34.23,8.02,8.83,1.78,2,4,65,71,367,9,16,431,5.4,1.31
2008,05,,조천1,33.5375,126.855556,,,저층,12,1,15.79,34.45,8.12,8.33,1.66,3,3,32,38,272,7,16,234,3.4,1.14
2008,05,,조천2,33.573889,126.732778,,,저층,11,2,15.58,34.32,8.02,8.97,2.53,1,4,35,40,245,8,17,430,2.2,1.7
2008,05,,조천3,33.560556,126.666389,,,저층,9,2,15.43,34.32,8.12,8.97,2.04,1,4,38,44,196,5,12,266,1.7,1.48
2008,05,,표선1,33.280833,126.7675,,,저층,13,1,14.96,34.38,8.13,8.21,2.53,1,3,37,41,232,3,14,243,7.2,3.37
2008,05,,표선2,33.325556,126.865556,,,저층,9,2,15.68,34.48,8.03,8.58,1.92,1,0,6,8,161,1,15,86,3.4,4.99
2008,05,,한림1,33.376111,126.185,,,저층,10,1,14.1,34.11,8.14,7.78,1.02,4,2,79,86,293,8,14,306,2.3,0.37
2008,05,,한림2,33.463056,126.274444,,,저층,13,2,14.78,34.17,8.16,7.81,1.73,5,5,79,89,297,7,13,346,3.8,0.97
2008,05,,한림3,33.294444,126.16,,,저층,8.5,2,14.23,34.06,8.15,7.03,1.2,5,3,82,90,214,7,13,346,2.2,0.42
2008,08,,대정1,33.2025,126.251667,,,표층,10,1,22.35,32.71,8.33,6.98,0.18,36,2,143,181,486,1,8,421,1.4,1.63
2008,08,,대정2,33.22,126.3275,,,표층,11.5,1,26.51,31.68,8.42,7.29,0.28,56,1,61,118,381,2,8,526,1,0.76
2008,08,,대정3,33.237778,126.202778,,,표층,10,2,24.44,32.28,8.4,7.45,0.31,36,1,210,247,391,2,9,420,1.3,1
2008,08,,서귀포1,33.2625,126.661111,,,표층,13,3,26.54,31.44,8.26,6.91,0.45,42,2,141,185,419,5,7,692,1.8,1.37
2008,08,,서귀포2,33.229444,126.4125,,,표층,11.5,1,27.42,31.41,8.31,6.87,0.51,34,1,55,90,400,1,8,438,2,0.67
2008,08,,서귀포3,33.229444,126.566944,,,표층,12,3,26.94,31.66,8.33,7.32,0.31,47,1,53,101,389,6,8,460,0.7,0.86
2008,08,,성산포1,33.48,126.938611,,,표층,9,4,27.05,31.34,8.39,6.98,0.24,40,2,267,309,434,6,8,522,1.6,1.2
2008,08,,성산포2,33.411389,126.938611,,,표층,10,2,26.62,31.64,8.33,7.2,0.26,32.6,1.2,152,185.8,424.9,3,9,436,1.2,1.56
2008,08,,제주1,33.526944,126.532778,,,표층,8,2,21.87,32.46,8.17,6.84,0.34,34,5,143,182,437,2,25,441,2.1,0.69
2008,08,,제주2,33.500556,126.427778,,,표층,10.5,1,26.03,31.26,8.22,7.16,0.43,60.6,2.9,89.7,153.2,500.1,4,11,409,1.3,1.23
2008,08,,제주3,33.533889,126.568333,,,표층,14,2,20.49,32.84,8.24,7.43,0.17,30,4,169,203,371,5,12,425,0.6,1.19
2008,08,,조천1,33.5375,126.855556,,,표층,7,3,20.82,32.91,8.18,6.87,0.15,30,2,390,422,467,2,23,823,2.3,2.58
2008,08,,조천2,33.573889,126.732778,,,표층,14,4,21.24,32.81,8.21,7.4,0.01,37,4,220,261,456,3,14,481,1.3,2.43
2008,08,,조천3,33.560556,126.666389,,,표층,14,1,20.96,32.86,8.24,7.2,0.26,43,3,129,175,429,3,12,442,1.5,0.87
2008,08,,표선1,33.280833,126.7675,,,표층,14,4,26.8,31.61,8.33,7.21,0.53,49.3,1.3,278.9,329.5,378.4,4,9,638,1,0.8
2008,08,,표선2,33.325556,126.865556,,,표층,10,1,26.27,31.67,8.32,7.23,0.29,52,1,115,168,506,1,8,500,1.8,1.44
2008,08,,한림1,33.376111,126.185,,,표층,9.5,1,23.61,32.54,8.25,7.7,0.12,37,1,50,88,357,1,11,452,1.1,1.11
2008,08,,한림2,33.463056,126.274444,,,표층,10.5,1,24.74,31.54,8.19,7.29,0.17,48,2,108,158,403,1,9,425,1.6,0.9
2008,08,,한림3,33.294444,126.16,,,표층,9.5,3,21.67,32.79,8.22,7.3,0.04,46,2,167,215,395,4,12,438,1.7,1.04
2008,08,,대정1,33.2025,126.251667,,,저층,10,1,22.26,32.76,8.34,7.29,0.13,22,1,100,123,464,2,10,413,0,0
2008,08,,대정2,33.22,126.3275,,,저층,11.5,1,19.43,33.42,8.29,7.09,0.17,33,3,225,260,452,2,14,474,0,0
2008,08,,대정3,33.237778,126.202778,,,저층,10,2,19.95,33.22,8.28,6.93,0.1,24,3,154,181,398,1,12,461,0,0
2008,08,,서귀포1,33.2625,126.661111,,,저층,13,3,16.62,34.09,8.1,6.62,0.28,27,5,266,297,417,1,17,662,0,0
2008,08,,서귀포2,33.229444,126.4125,,,저층,11.5,1,19.16,33.77,8.13,7.28,0.17,38,2,157,197,451,1,13,456,0,0
2008,08,,서귀포3,33.229444,126.566944,,,저층,12,3,14.97,34.28,8.1,6.01,0.15,31,5,374,410,462,1,23,655,0,0
2008,08,,성산포1,33.48,126.938611,,,저층,9,4,17.07,34.23,8.13,6.29,0.43,32,4,277,313,498,1,24,550,0,0
2008,08,,성산포2,33.411389,126.938611,,,저층,10,2,18.65,33.83,8.15,7.25,0.29,25.9,3.2,383.9,413.1,422.4,0,12,777,0,0
2008,08,,제주1,33.526944,126.532778,,,저층,8,2,18.61,33.58,8.13,7.3,0.23,25,3,185,213,462,2,14,469,0,0
2008,08,,제주2,33.500556,126.427778,,,저층,10.5,1,17.55,33.87,8.13,7.16,0.07,30,8,171.8,209.9,387.5,5,14,593,0,0
2008,08,,제주3,33.533889,126.568333,,,저층,14,2,19.1,33.33,8.21,6.95,0.39,32,4,177,213,498,4,15,501,0,0
2008,08,,조천1,33.5375,126.855556,,,저층,7,3,20.05,33.22,8.18,6.84,0.01,42,2,205,248,459,2,13,494,0,0
2008,08,,조천2,33.573889,126.732778,,,저층,14,4,18.12,33.95,8.15,6.73,0.28,25,4,199,228,465,4,15,500,0,0
2008,08,,조천3,33.560556,126.666389,,,저층,14,1,19.63,33.24,8.24,6.98,0.2,24,6,164,194,414,3,12,449,0,0
2008,08,,표선1,33.280833,126.7675,,,저층,14,4,15.62,34.25,8.09,5.99,0.06,28.5,5,350.1,383.6,485.2,0,23,710,0,0
2008,08,,표선2,33.325556,126.865556,,,저층,10,1,19.45,33.57,8.21,7.24,2.03,28,3,97,129,453,1,11,570,0,0
2008,08,,한림1,33.376111,126.185,,,저층,9.5,1,19.95,33.34,8.24,7.29,0.18,34,6,118,159,405,0,11,746,0,0
2008,08,,한림2,33.463056,126.274444,,,저층,10.5,1,17.31,33.77,8.1,7.5,0.15,37,6,229,272,426,3,13,524,0,0
2008,08,,한림3,33.294444,126.16,,,저층,9.5,3,15.77,33.97,8.15,6.64,0.06,23,4,250,276,420,2,19,522,0,0
2008,11,,대정1,33.2025,126.251667,,,표층,15,1,22.66,33.08,8.15,7.59,0.21,7,4,37,47,106,3,10,233,2,0.46
2008,11,,대정2,33.22,126.3275,,,표층,15,1,22.69,33.09,8.18,6.85,0.13,6,4,24,33,85,5,18,315,2.1,0.43
2008,11,,대정3,33.237778,126.202778,,,표층,15,1,22.46,33.05,8.16,6.91,0.08,6,4,40,50,111,2,11,251,2.5,0.43
2008,11,,서귀포1,33.2625,126.661111,,,표층,16,1,22.9,33.35,8.13,6.9,0.14,10,3,35,47,87,1,11,195,1.7,0.67
2008,11,,서귀포2,33.229444,126.4125,,,표층,14.5,1,22.56,33.06,8.16,7.02,0.19,14,4,39,57,108,3,11,233,1.4,0.5
2008,11,,서귀포3,33.229444,126.566944,,,표층,16,1,16.11,33.23,8.13,7.56,0.11,12,4,69,85,88,5,10,228,1.6,0.49
2008,11,,성산포1,33.48,126.938611,,,표층,12,2,20.49,33.14,8.1,6.6,0.22,21,6,94,122,128,11,17,420,1.4,1.03
2008,11,,성산포2,33.411389,126.938611,,,표층,10,2,21.11,33.03,8.12,6.71,0.55,16,7,73,96,136,5,13,324,1.4,0.45
2008,11,,제주1,33.526944,126.532778,,,표층,7.5,1,21.01,33.05,8.04,7.05,0.33,27,11,93,131,173,11,25,402,2.8,0.38
2008,11,,제주2,33.500556,126.427778,,,표층,8,1,21.33,33.11,8.1,6.92,0.14,16,11,84,111,129,5,17,395,2.6,0.34
2008,11,,제주3,33.533889,126.568333,,,표층,8,1,20.47,32.38,8.1,6.96,0.28,14,11,89,114,141,3,15,410,3.5,1.01
2008,11,,조천1,33.5375,126.855556,,,표층,9.5,2,20.08,33.05,8.11,7.1,0.27,12,8,118,139,180,8,18,447,2.3,1.08
2008,11,,조천2,33.573889,126.732778,,,표층,9.5,2,20.36,32.72,8.12,6.67,0.43,11,10,92,113,162,7,17,408,2.3,1.35
2008,11,,조천3,33.560556,126.666389,,,표층,8,1,20.42,32.61,8.12,7.14,0.21,11,11,80,102,120,4,16,402,5.4,1.32
2008,11,,표선1,33.280833,126.7675,,,표층,16,1,23.05,33.35,8.12,6.89,0.38,9,3,33,45,123,1,9,181,1.8,0.44
2008,11,,표선2,33.325556,126.865556,,,표층,13,1,21.13,32.93,8.13,7.2,0.16,18,8,95,121,174,9,14,471,2,0.37
2008,11,,한림1,33.376111,126.185,,,표층,12,1,22.01,32.93,8.13,6.81,0.16,6,6,53,65,115,6,13,281,2.2,0.38
2008,11,,한림2,33.463056,126.274444,,,표층,11,1,25.64,30.46,8.13,6.85,0.22,13,10,52,75,139,7,15,328,1.9,0.35
2008,11,,한림3,33.294444,126.16,,,표층,15,1,21.82,32.9,8.11,6.76,0.19,4,6,80,90,157,5,16,316,2.3,0.44
2008,11,,대정1,33.2025,126.251667,,,저층,15,1,22.56,33.1,8.17,6.88,0.16,7,4,44,55,122,1,10,262,0,0
2008,11,,대정2,33.22,126.3275,,,저층,15,1,22.79,33.15,8.17,6.83,0.05,14,3,34,51,88,4,13,215,0,0
2008,11,,대정3,33.237778,126.202778,,,저층,15,1,22.39,33.07,8.14,6.92,0.06,11,4,38,54,93,6,13,335,0,0
2008,11,,서귀포1,33.2625,126.661111,,,저층,16,1,22.99,33.53,8.14,6.91,0.14,18,3,37,58,93,3,11,214,0,0
2008,11,,서귀포2,33.229444,126.4125,,,저층,14.5,1,22.64,33.14,8.16,6.92,0.16,16,4,42,61,95,4,12,229,0,0
2008,11,,서귀포3,33.229444,126.566944,,,저층,16,1,22.31,33.62,8.11,6.64,0.08,14,4,50,68,180,21,26,616,0,0
2008,11,,성산포1,33.48,126.938611,,,저층,12,2,20.43,33.15,8.12,6.34,0.05,16,6,98,120,145,13,20,441,0,0
2008,11,,성산포2,33.411389,126.938611,,,저층,10,2,20.61,33.1,8.13,6.43,0.41,15,7,95,117,119,10,17,405,0,0
2008,11,,제주1,33.526944,126.532778,,,저층,7.5,1,21.05,33.16,8.1,6.97,0.36,18,11,79,107,155,5,20,401,0,0
2008,11,,제주2,33.500556,126.427778,,,저층,8,1,21.33,33.17,8.11,6.89,0.32,23,11,81,114,124,9,17,386,0,0
2008,11,,제주3,33.533889,126.568333,,,저층,8,1,20.53,32.66,8.13,6.85,0.32,11,11,103,126,133,7,16,430,0,0
2008,11,,조천1,33.5375,126.855556,,,저층,9.5,2,20.01,33.06,8.13,6.51,0.25,10,8,131,149,217,9,21,477,0,0
2008,11,,조천2,33.573889,126.732778,,,저층,9.5,2,20.2,32.96,8.12,6.54,0.21,17,10,107,133,152,9,17,522,0,0
2008,11,,조천3,33.560556,126.666389,,,저층,8,1,20.31,32.64,8.13,6.91,0.19,17,11,73,101,137,8,17,393,0,0
2008,11,,표선1,33.280833,126.7675,,,저층,16,1,22.81,33.62,8.11,6.84,0.08,12,4,179,196,241,25,32,766,0,0
2008,11,,표선2,33.325556,126.865556,,,저층,13,1,21.22,33.03,8.15,6.75,0.24,12,8,82,102,151,4,16,417,0,0
2008,11,,한림1,33.376111,126.185,,,저층,12,1,21.92,33.58,8.14,6.77,0.06,8,6,49,63,110,4,14,300,0,0
2008,11,,한림2,33.463056,126.274444,,,저층,11,1,25.66,32.01,8.13,6.77,0.21,10,9,70,90,146,9,16,359,0,0
2008,11,,한림3,33.294444,126.16,,,저층,15,1,21.78,32.91,8.12,6.76,0.14,6,5,80,92,159,2,18,313,0,0
2009,02,,대정1,33.2025,126.251667,,,표층,10,1,15.27,34.26,8.04,8.13,0.47,50.8,2.5,112.8,166.2,256.1,11.8,19.8,535.3,1.7,0.6
2009,02,,대정2,33.22,126.3275,,,표층,11.5,1,15.4,34.25,8.04,8.25,0.45,14.2,2.2,118.5,134.9,193.4,12.4,19.1,532.6,1.8,0.59
